Product_id,Brand,Type,Gender,Size,Number_Sold,Price(USD),User_id,review_title,review_text,review_rating,url,clean_review_title,clean_review_text,combined_review
pdct_77372,Fila,Fashion,Men,US 8,"2,144",65.0,user_126,Great shoe,"My son is flat-footed with an overpronation problem. These shoes have helped stabilize that. Plus, he is really rough on shoes, but these hold up ok. By the time he grows out of them, they are pretty demolished, but they last long enough for us.",5,https://example.com/default.png,great shoe,my son is flatfooted with an overpronation problem these shoes have helped stabilize that plus he is really rough on shoes but these hold up ok by the time he grows out of them they are pretty demolished but they last long enough for us,great shoe my son is flatfooted with an overpronation problem these shoes have helped stabilize that plus he is really rough on shoes but these hold up ok by the time he grows out of them they are pretty demolished but they last long enough for us
pdct_39203,Skechers,Walking,Women,US 6.5,12,60.0,user_753,wore out quickly,These shoes wore out quickly. Fewer than 3 months and they have a big hole and the soles are separating from the shoe. We bought New Balance from the local NB store and they lasted 7 months. These were disappointing.,3,https://example.com/default.png,wore out quickly,these shoes wore out quickly fewer than months and they have a big hole and the soles are separating from the shoe we bought new balance from the local nb store and they lasted months these were disappointing,wore out quickly these shoes wore out quickly fewer than months and they have a big hole and the soles are separating from the shoe we bought new balance from the local nb store and they lasted months these were disappointing
pdct_56901,Nike,Running,Men,US 11,421,180.0,user_180,Finally a comfortable shoe for my 11 year old's wide foot,my kid has very wide feet so sizing is always difficult but these fit true to size in XW. I ordered 4 pairs NB (all in different models in xw) and by far he says these have the best cushioning and support. only wish they had more colors.,5,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/47c3d001-a95c-4805-9c5c-c16be4776b1b/NIKE+VOMERO+18.png",finally a comfortable shoe for my year olds wide foot,my kid has very wide feet so sizing is always difficult but these fit true to size in xw i ordered pairs nb all in different models in xw and by far he says these have the best cushioning and support only wish they had more colors,finally a comfortable shoe for my year olds wide foot my kid has very wide feet so sizing is always difficult but these fit true to size in xw i ordered pairs nb all in different models in xw and by far he says these have the best cushioning and support only wish they had more colors
pdct_64405,Adidas,Running,Women,US 8,7,180.0,user_57,Walking on Clouds,"I bought these for my 9yo in a size 7. I came on here and saw a great deal! I got these for $18! It had to be a mistake. My daughter loves them and says she never wants to take them off they are so comfortable. Mom, it feels like Iâ€™m walking on clouds!",5,https://m.media-amazon.com/images/I/61mWkRQ4kWL._SY695_.jpg,walking on clouds,i bought these for my yo in a size i came on here and saw a great deal i got these for it had to be a mistake my daughter loves them and says she never wants to take them off they are so comfortable mom it feels like im walking on clouds,walking on clouds i bought these for my yo in a size i came on here and saw a great deal i got these for it had to be a mistake my daughter loves them and says she never wants to take them off they are so comfortable mom it feels like im walking on clouds
pdct_97320,Reebok,Casual,Men,US 10.5,245,60.0,user_719,Buy at your own risk!,Just under (2)two months and both left and right soles have split apart! Will never purchase these models of NB. Never had any other issues with the other models. Buy at your own risk and NOT recommend these shoes for the kiddos.,1,https://m.media-amazon.com/images/I/51r+mQiUzKL._AC_SY625_.jpg,buy at your own risk,just under two months and both left and right soles have split apart will never purchase these models of nb never had any other issues with the other models buy at your own risk and not recommend these shoes for the kiddos,buy at your own risk just under two months and both left and right soles have split apart will never purchase these models of nb never had any other issues with the other models buy at your own risk and not recommend these shoes for the kiddos
pdct_77376,Converse,Casual,Women,US 8,60,110.0,user_805,These don't last!,"I purchased these for my daughter in June.  By the time school started in August they had holes in them.  Keep in mind my daughter was wearing flip flops most of the summer, not tennis shoes. These were not worth the money for less than two months of wear.",1,https://m.media-amazon.com/images/I/71Zgh8AZGQL._AC_SY625_.jpg,these dont last,i purchased these for my daughter in june by the time school started in august they had holes in them keep in mind my daughter was wearing flip flops most of the summer not tennis shoes these were not worth the money for less than two months of wear,these dont last i purchased these for my daughter in june by the time school started in august they had holes in them keep in mind my daughter was wearing flip flops most of the summer not tennis shoes these were not worth the money for less than two months of wear
pdct_74582,Puma,Casual,Men,US 8,173,65.0,user_51,I LOVE LOVE LOVEEEEE THEM!,I bought a pair for daily walking and running (5.5 in big kid as I'm a size 7 in women).  I've yet to experience any pain in my feet. I needed a pair of shoes to support my flat feet and the these definitely do the job. The arches are wonderful on my feet and the shoes are light. They're breathable and super bright! I've gotten many compliments. I plan on purchasing another pair before they run out!,5,https://m.media-amazon.com/images/I/61kBkSgiJbL._AC_SY625_.jpg,,i bought a pair for daily walking and running in big kid as im a size in women ive yet to experience any pain in my feet i needed a pair of shoes to support my flat feet and the these definitely do the job the arches are wonderful on my feet and the shoes are light theyre breathable and super bright ive gotten many compliments i plan on purchasing another pair before they run out, i bought a pair for daily walking and running in big kid as im a size in women ive yet to experience any pain in my feet i needed a pair of shoes to support my flat feet and the these definitely do the job the arches are wonderful on my feet and the shoes are light theyre breathable and super bright ive gotten many compliments i plan on purchasing another pair before they run out
pdct_38757,Vans,Skate,Women,US 7.5,112,50.0,user_651,"Long lasting shoe, great for pronaters",Good looking shoe. The previous pair we had of this same shoe lasted for almost a year on a boy who is really rough on shoes. Runs a little large. Great for kids who tend to walk on the insides of their feet. Nice color combination.,5,https://m.media-amazon.com/images/I/61PinEoFH5L._AC_SY625_.jpg,long lasting shoe great for pronaters,good looking shoe the previous pair we had of this same shoe lasted for almost a year on a boy who is really rough on shoes runs a little large great for kids who tend to walk on the insides of their feet nice color combination,long lasting shoe great for pronaters good looking shoe the previous pair we had of this same shoe lasted for almost a year on a boy who is really rough on shoes runs a little large great for kids who tend to walk on the insides of their feet nice color combination
pdct_98660,New Balance,Running,Men,US 11,"1,490",165.0,user_679,Clarks shoes have never let me down!,Very comfortable and perfect fit. I bought this colour because it was half the price of the other colour options and I wanted the shoe for outside work so colour was of less concern. I like the colour and am wearing these shoes much more than I expected to. Excellent value.,5,https://m.media-amazon.com/images/I/61ZF+ub4imL._AC_SY625_.jpg,clarks shoes have never let me down,very comfortable and perfect fit i bought this colour because it was half the price of the other colour options and i wanted the shoe for outside work so colour was of less concern i like the colour and am wearing these shoes much more than i expected to excellent value,clarks shoes have never let me down very comfortable and perfect fit i bought this colour because it was half the price of the other colour options and i wanted the shoe for outside work so colour was of less concern i like the colour and am wearing these shoes much more than i expected to excellent value
pdct_56617,Asics,Running,Women,US 9,"6,159",90.0,user_368,I  L O V E  ' E M ! ! !but I'm pretty sure that on a wet floor,"I'm wearing them now.  There're very light BUT very strong!  I'm not quite sure about this, but I'm pretty sure that on a wet floor, they're more stable when I put weight on them.  I simply don't want to know WITHOUT A DOUBT, because I don't want to get my insurance involved. ;]",5,https://example.com/default.png,i l o v e e m but im pretty sure that on a wet floor,im wearing them now therere very light but very strong im not quite sure about this but im pretty sure that on a wet floor theyre more stable when i put weight on them i simply dont want to know without a doubt because i dont want to get my insurance involved,i l o v e e m but im pretty sure that on a wet floor im wearing them now therere very light but very strong im not quite sure about this but im pretty sure that on a wet floor theyre more stable when i put weight on them i simply dont want to know without a doubt because i dont want to get my insurance involved
pdct_69864,Fila,Casual,Men,US 9.5,"7,712",60.0,user_574,Comfort is wonderful for my husband.,Excellent,5,https://example.com/default.png,comfort is wonderful for my husband,,comfort is wonderful for my husband 
pdct_74341,Skechers,Running,Women,US 8.5,"4,583",55.0,user_591,Five Stars,Very comfortable and the color is accurate,5,https://example.com/default.png,five stars,very comfortable and the color is accurate,five stars very comfortable and the color is accurate
pdct_60369,Nike,Casual,Men,US 11,706,90.0,user_61,True to fit,Love it I have nothing bad to say about it.,5,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/16ca510e-a4ab-4fc9-8dfb-325a15c93204/W+NIKE+CORTEZ+LT.png",true to fit,love it i have nothing bad to say about it,true to fit love it i have nothing bad to say about it
pdct_38197,Adidas,Running,Women,US 8.5,146,130.0,user_608,Five Stars,"Confy, expectrd size",5,https://m.media-amazon.com/images/I/81un2WJEPlL._SX695_.jpg,five stars,confy expectrd size,five stars confy expectrd size
pdct_65488,Reebok,Running,Men,US 9,"1,060",120.0,user_115,attractive,nice color,4,https://m.media-amazon.com/images/I/51p00SeMpUL._AC_SY625_.jpg,attractive,,attractive 
pdct_36405,Converse,Casual,Women,US 7,"2,076",85.0,user_659,super cute and pretty comfy,"These super cute, casual sneaker that are pretty comfy. I personally would prefer a bit more arch support, but they are still comfy for casual wear.  They look cute with shorts, jean, and casual dresses.  I love the little gold details, like eyelets and on the end of the shoe strings.",5,https://m.media-amazon.com/images/I/61CWwjg+GZL._AC_SY625_.jpg,super cute and pretty comfy,these super cute casual sneaker that are pretty comfy i personally would prefer a bit more arch support but they are still comfy for casual wear they look cute with shorts jean and casual dresses i love the little gold details like eyelets and on the end of the shoe strings,super cute and pretty comfy these super cute casual sneaker that are pretty comfy i personally would prefer a bit more arch support but they are still comfy for casual wear they look cute with shorts jean and casual dresses i love the little gold details like eyelets and on the end of the shoe strings
pdct_98507,Puma,Basketball,Men,US 10,382,130.0,user_232,Terrible shoes,"These are easily the worst shoes Iâ€™ve ever owned. I love the print, but they are so uncomfortable. There is padding in the bottom and the back of the shoe, but the back of the shoe pinches my heel. I did buy gel inserts to put in the back of the shoe, and they donâ€™t help. I was hoping that the problem would get better once they were broken in, but Iâ€™ve worn them almost daily for 2 weeks and itâ€™s not. I will not be buying another pair of Keds.",1,https://m.media-amazon.com/images/I/61-8eIA8LSL._AC_SY500_.jpg,terrible shoes,these are easily the worst shoes ive ever owned i love the print but they are so uncomfortable there is padding in the bottom and the back of the shoe but the back of the shoe pinches my heel i did buy gel inserts to put in the back of the shoe and they dont help i was hoping that the problem would get better once they were broken in but ive worn them almost daily for weeks and its not i will not be buying another pair of keds,terrible shoes these are easily the worst shoes ive ever owned i love the print but they are so uncomfortable there is padding in the bottom and the back of the shoe but the back of the shoe pinches my heel i did buy gel inserts to put in the back of the shoe and they dont help i was hoping that the problem would get better once they were broken in but ive worn them almost daily for weeks and its not i will not be buying another pair of keds
pdct_53799,Vans,Skate,Women,US 9,216,65.0,user_528,Cute but too stiff,These are so cute but I had to return them as they were way too stiff and would have caused blisters on my heels for sure. I had red marks just from trying them on. Super bummed because they are so cute.,2,https://m.media-amazon.com/images/I/71jS3JTJeyL._AC_SY695_.jpg,cute but too stiff,these are so cute but i had to return them as they were way too stiff and would have caused blisters on my heels for sure i had red marks just from trying them on super bummed because they are so cute,cute but too stiff these are so cute but i had to return them as they were way too stiff and would have caused blisters on my heels for sure i had red marks just from trying them on super bummed because they are so cute
pdct_72961,New Balance,Casual,Men,US 10.5,"38,839",80.0,user_526,Love them,I love these shoes. They are so comfortable!,5,https://m.media-amazon.com/images/I/51y6abbwVKL._AC_SY625_.jpg,love them,i love these shoes they are so comfortable,love them i love these shoes they are so comfortable
pdct_84992,Asics,Running,Women,US 7.5,392,70.0,user_852,Comfortable and trendy,Very cute!!,5,https://example.com/default.png,comfortable and trendy,,comfortable and trendy 
pdct_69947,Fila,Fashion,Men,US 11,843,75.0,user_137,Go ahead a purchase....they are worth it!,Beautiful and comfortable pair of shoes! I absolutely am obsessed with these!!,5,https://example.com/default.png,go ahead a purchasethey are worth it,beautiful and comfortable pair of shoes i absolutely am obsessed with these,go ahead a purchasethey are worth it beautiful and comfortable pair of shoes i absolutely am obsessed with these
pdct_63369,Skechers,Running,Women,US 7.5,"4,992",90.0,user_680,Cute but horribly uncomfy,"Very cute but horribly uncomfortable and strange sizing. Narrow in toe area but long and stiff, rubs heel. Returning.",1,https://example.com/default.png,cute but horribly uncomfy,very cute but horribly uncomfortable and strange sizing narrow in toe area but long and stiff rubs heel returning,cute but horribly uncomfy very cute but horribly uncomfortable and strange sizing narrow in toe area but long and stiff rubs heel returning
pdct_65270,Nike,Casual,Men,US 9.5,240,100.0,user_153,Beautiful shoe,"I love Keds, they are one of my favorites shoes. I especially luv the cheetah print, that is also my favorite.",5,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/89b9c5f5-9049-422d-aa76-19ea5323ef58/WMNS+AIR+JORDAN+1+MID.png",beautiful shoe,i love keds they are one of my favorites shoes i especially luv the cheetah print that is also my favorite,beautiful shoe i love keds they are one of my favorites shoes i especially luv the cheetah print that is also my favorite
pdct_81104,Adidas,Casual,Women,US 7.5,277,85.0,user_227,Great Shoe,Perfect Fit ! Look Great! So Comfortable!,5,https://m.media-amazon.com/images/I/71dBZhZDb6L._SX695_.jpg,great shoe,perfect fit look great so comfortable,great shoe perfect fit look great so comfortable
pdct_49780,Asics,Trail,Women,US 9.5,112,70.0,user_318,Loose sole after 2 months use,Very pretty in appearance but the soles come loose after just 2 months. I do not recommend this.,1,https://example.com/default.png,loose sole after months use,very pretty in appearance but the soles come loose after just months i do not recommend this,loose sole after months use very pretty in appearance but the soles come loose after just months i do not recommend this
pdct_77296,Adidas,Lifestyle,Men,US 11.5,"5,690",140.0,user_660,Almost 5 star,These are great minus the fact the tongue is sewn to the insides of the shoe...maybe that is a thing they do to cleats but my first experience and makes a little difficult to get on but upside doesnâ€™t come off easy either when untied. So otherwise 5star would have been given!,4,https://m.media-amazon.com/images/I/41wpnOo9hrL._AC_SY695_.jpg,,these are great minus the fact the tongue is sewn to the insides of the shoemaybe that is a thing they do to cleats but my first experience and makes a little difficult to get on but upside doesnt come off easy either when untied so otherwise star would have been given, these are great minus the fact the tongue is sewn to the insides of the shoemaybe that is a thing they do to cleats but my first experience and makes a little difficult to get on but upside doesnt come off easy either when untied so otherwise star would have been given
pdct_96684,Reebok,Casual,Women,US 8.5,"1,685",90.0,user_768,Small fixed opening,The opening for the shoe is fixed. It doesnâ€™t stretch and the opening is small. So unless you have an extremely petit ankle and foot area then these are nearly impossible to put on.  My 9 year old who is petite couldnâ€™t even get these on after trying a second pair a size larger.  Disheartening considering Adidas cleats are our normal go-to.,2,https://example.com/default.png,small fixed opening,the opening for the shoe is fixed it doesnt stretch and the opening is small so unless you have an extremely petit ankle and foot area then these are nearly impossible to put on my year old who is petite couldnt even get these on after trying a second pair a size larger disheartening considering adidas cleats are our normal goto,small fixed opening the opening for the shoe is fixed it doesnt stretch and the opening is small so unless you have an extremely petit ankle and foot area then these are nearly impossible to put on my year old who is petite couldnt even get these on after trying a second pair a size larger disheartening considering adidas cleats are our normal goto
pdct_41339,Converse,Casual,Men,US 9,"18,747",70.0,user_643,Daughter loves them!,Daughter loved them. Fit was great and they look great too! Daughter is 12.,5,https://m.media-amazon.com/images/I/61FEsZu4tgL._AC_SY625_.jpg,daughter loves them,daughter loved them fit was great and they look great too daughter is,daughter loves them daughter loved them fit was great and they look great too daughter is
pdct_61567,Puma,Running,Men,US 10,998,100.0,user_85,Perfect,"Shoes fit perfect. You have to break them in though. Overall, great fit and great look.",5,https://m.media-amazon.com/images/I/714q2fUi7tL._AC_SX500_.jpg,perfect,shoes fit perfect you have to break them in though overall great fit and great look,perfect shoes fit perfect you have to break them in though overall great fit and great look
pdct_54151,Vans,Skate,Women,US 7.5,165,65.0,user_739,Comfortable,No more blisters,5,https://m.media-amazon.com/images/I/71tBOu-HzjL._AC_SY695_.jpg,comfortable,,comfortable 
pdct_91995,New Balance,Casual,Men,US 10,83,90.0,user_84,Great fit!,I wear a size 9 1/2 fits perfect!,5,https://m.media-amazon.com/images/I/41JOGBQPfWL._AC_SY625_.jpg,great fit,i wear a size fits perfect,great fit i wear a size fits perfect
pdct_35565,Asics,Running,Women,US 8,206,120.0,user_575,Too small. How do I return item.,Too small. I want to return them for a pair that fit comfortably. Have two bloody blisters now.,2,https://example.com/default.png,too small how do i return item,too small i want to return them for a pair that fit comfortably have two bloody blisters now,too small how do i return item too small i want to return them for a pair that fit comfortably have two bloody blisters now
pdct_53741,Fila,Fashion,Men,US 9,954,85.0,user_534,Great for dancing.,"My wife recently used these every day on our cruise and found them to be excellent for dancing.  They are pretty good looking, too.",5,https://example.com/default.png,great for dancing,my wife recently used these every day on our cruise and found them to be excellent for dancing they are pretty good looking too,great for dancing my wife recently used these every day on our cruise and found them to be excellent for dancing they are pretty good looking too
pdct_37580,Skechers,Running,Women,US 7,860,105.0,user_842,Excellent Value,First pair I ordered was too large but these fit perfectly. I normally take a 11 1/2 but a 11 was too large. 10 fits nicely. They are very nice sandals at a very reasonable price.  Very fast shipping. I ordered them just before noon on Thursday and they arrived Friday.  WoW.,5,https://example.com/default.png,,first pair i ordered was too large but these fit perfectly i normally take a but a was too large fits nicely they are very nice sandals at a very reasonable price very fast shipping i ordered them just before noon on thursday and they arrived friday wow, first pair i ordered was too large but these fit perfectly i normally take a but a was too large fits nicely they are very nice sandals at a very reasonable price very fast shipping i ordered them just before noon on thursday and they arrived friday wow
pdct_54834,Nike,Casual,Men,US 8.5,102,100.0,user_469,The insole is uncomfortable,"After I tried them on, I then bought a different type, because the insole has a ridge on one side that feels uncomfortable.(The different ones I bought next â€” DenverHayes Quad Comfort â€” feel amazing!)",2,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e39ce902-2602-4802-8602-3bfdaca05911/NIKE+AIR+MORE+UPTEMPO+SLIDE.png",the insole is uncomfortable,after i tried them on i then bought a different type because the insole has a ridge on one side that feels uncomfortablethe different ones i bought next denverhayes quad comfort feel amazing,the insole is uncomfortable after i tried them on i then bought a different type because the insole has a ridge on one side that feels uncomfortablethe different ones i bought next denverhayes quad comfort feel amazing
pdct_73065,Adidas,Running,Women,US 7.5,116,180.0,user_432,Great Father's Day Gift!,"Yes, my husband was thrilled with his new Sandals! They fit very good and he was happy with the colour choice!",5,https://m.media-amazon.com/images/I/81IlKGqfc0L._SX695_.jpg,great fathers day gift,yes my husband was thrilled with his new sandals they fit very good and he was happy with the colour choice,great fathers day gift yes my husband was thrilled with his new sandals they fit very good and he was happy with the colour choice
pdct_93295,Puma,Basketball,Men,US 9.5,557,130.0,user_557,Perfect size,Perfect. Exact size. Very comfortable. Would buy again.,5,https://m.media-amazon.com/images/I/61yw-py7Z4L._AC_SY500_.jpg,perfect size,perfect exact size very comfortable would buy again,perfect size perfect exact size very comfortable would buy again
pdct_98630,Vans,Skate,Women,US 6.5,63,65.0,user_831,As ordered. Wish someone would make them out of leather.,As ordered. Wish someone would make them out of leather. Would have given 5 stars if had leather uppers.,3,https://m.media-amazon.com/images/I/71ufMgEfmxL._AC_SY695_.jpg,as ordered wish someone would make them out of leather,as ordered wish someone would make them out of leather would have given stars if had leather uppers,as ordered wish someone would make them out of leather as ordered wish someone would make them out of leather would have given stars if had leather uppers
pdct_49574,New Balance,Running,Men,US 10,2,165.0,user_690,Quality,The quality is not good,3,https://m.media-amazon.com/images/I/51FGg6gWoeL._AC_SY625_.jpg,quality,the quality is not good,quality the quality is not good
pdct_98529,Asics,Running,Women,US 9,"2,242",180.0,user_847,foam too soft,"A bit bigger.The foam will sunk in and your feet will feel the bottom.Due to a bit oversize when walking, the area near the toe cap is rubbing my toes.",3,https://example.com/default.png,foam too soft,a bit biggerthe foam will sunk in and your feet will feel the bottomdue to a bit oversize when walking the area near the toe cap is rubbing my toes,foam too soft a bit biggerthe foam will sunk in and your feet will feel the bottomdue to a bit oversize when walking the area near the toe cap is rubbing my toes
pdct_45729,Skechers,Casual,Women,US 8.5,"16,662",70.0,user_343,Adidas Running Shoes,Purchased for myself but found too narrow for my feet. Gifted to my daughter whose feet are skinnier. LOLGreat price and nice looking sneakers :D,5,https://example.com/default.png,,purchased for myself but found too narrow for my feet gifted to my daughter whose feet are skinnier lolgreat price and nice looking sneakers d, purchased for myself but found too narrow for my feet gifted to my daughter whose feet are skinnier lolgreat price and nice looking sneakers d
pdct_77976,Converse,Casual,Women,US 6.5,"72,611",65.0,user_251,Product wore out after 7 weeks of use,Product wore out after 7 weeks of use on the sole and the upper mesh.  Just athletic long 10K walks 5 times a week.,1,https://m.media-amazon.com/images/I/81aeZowGDrL._AC_SX625_.jpg,product wore out after weeks of use,product wore out after weeks of use on the sole and the upper mesh just athletic long k walks times a week,product wore out after weeks of use product wore out after weeks of use on the sole and the upper mesh just athletic long k walks times a week
pdct_94392,Vans,Skate,Women,US 7.5,"1,795",70.0,user_294,Nice Shoes!,Fits perfect and looks great!,5,https://m.media-amazon.com/images/I/716CN-bc6EL._AC_SY695_.jpg,nice shoes,fits perfect and looks great,nice shoes fits perfect and looks great
pdct_95471,Nike,Running,Men,US 10,7,150.0,user_26,Perfect for Everyday Wear,"I read many reviews before I bought these. Since so many people said they run big and my last pair of adidas cloudfoam were pretty big, I went half a size down. I usually wear 8.5 so I ordered an 8. They were a little tight the first couple times I wore them so I would advise just ordering them in your regular size. Luckily they've stretched out a bit so my foot fits in there perfectly now. I just have to wear thin socks. The shoes are super light weight. I've used them for the gym and for running errands. Only thing I don't like is that the bottom of the shoe is too smooth. I'd be scared to wear these on a rainy day.",4,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/33c43ef2-1454-4ea1-a0f4-8f793c508dd2/NIKE+VOMERO+18.png",perfect for everyday wear,i read many reviews before i bought these since so many people said they run big and my last pair of adidas cloudfoam were pretty big i went half a size down i usually wear so i ordered an they were a little tight the first couple times i wore them so i would advise just ordering them in your regular size luckily theyve stretched out a bit so my foot fits in there perfectly now i just have to wear thin socks the shoes are super light weight ive used them for the gym and for running errands only thing i dont like is that the bottom of the shoe is too smooth id be scared to wear these on a rainy day,perfect for everyday wear i read many reviews before i bought these since so many people said they run big and my last pair of adidas cloudfoam were pretty big i went half a size down i usually wear so i ordered an they were a little tight the first couple times i wore them so i would advise just ordering them in your regular size luckily theyve stretched out a bit so my foot fits in there perfectly now i just have to wear thin socks the shoes are super light weight ive used them for the gym and for running errands only thing i dont like is that the bottom of the shoe is too smooth id be scared to wear these on a rainy day
pdct_42430,Reebok,Running,Men,US 10.5,60,100.0,user_436,Made well for the kid who plays hard,Nice tough shoe for my play hard grandson to wear with his school uniform. Heâ€™s hard on shoes and these are holding up nicely.,5,https://m.media-amazon.com/images/I/61xlJ9bDSqL._AC_SY625_.jpg,made well for the kid who plays hard,nice tough shoe for my play hard grandson to wear with his school uniform hes hard on shoes and these are holding up nicely,made well for the kid who plays hard nice tough shoe for my play hard grandson to wear with his school uniform hes hard on shoes and these are holding up nicely
pdct_73089,Converse,Casual,Women,US 9,173,85.0,user_728,Five Stars,Great shoes for school,5,https://m.media-amazon.com/images/I/619q2GUT7HL._AC_SY625_.jpg,five stars,great shoes for school,five stars great shoes for school
pdct_91377,Asics,Running,Women,US 8.5,"7,712",160.0,user_665,Great color,"I own this shoe in denim, burgundy, pink, mint green and now red. Love them all",5,https://example.com/default.png,,i own this shoe in denim burgundy pink mint green and now red love them all, i own this shoe in denim burgundy pink mint green and now red love them all
pdct_66972,Fila,Fashion,Men,US 11,"4,583",75.0,user_633,Shoe has started to wear off from the top just in 5 outings on court. Need to be replaced,Shoe was started to tear ( see above) just in 5 outings on the court.This needs to be replaced,1,https://example.com/default.png,shoe has started to wear off from the top just in outings on court need to be replaced,shoe was started to tear see above just in outings on the courtthis needs to be replaced,shoe has started to wear off from the top just in outings on court need to be replaced shoe was started to tear see above just in outings on the courtthis needs to be replaced
pdct_98386,Skechers,Walking,Women,US 7,706,60.0,user_301,Way too narrow!,Nice shoes and good bottom support but way way too narrow and pinches my toes. I have small narrow childlike feet and these are still way too narrow! Not accurate sizing.,3,https://example.com/default.png,way too narrow,nice shoes and good bottom support but way way too narrow and pinches my toes i have small narrow childlike feet and these are still way too narrow not accurate sizing,way too narrow nice shoes and good bottom support but way way too narrow and pinches my toes i have small narrow childlike feet and these are still way too narrow not accurate sizing
pdct_57178,Nike,Casual,Men,US 9.5,146,100.0,user_545,"Very nice looking shoes, and comfortable",These shoes are very nice and quite comfortable. I usually wear a 10 but these fit small so I had to reorder in 10.5. Love skechers slip on shoes!,4,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/d3bbbc21-03a4-46c6-adc1-3066a1ea7e96/NIKE+CALM+SLIDE.png",very nice looking shoes and comfortable,these shoes are very nice and quite comfortable i usually wear a but these fit small so i had to reorder in love skechers slip on shoes,very nice looking shoes and comfortable these shoes are very nice and quite comfortable i usually wear a but these fit small so i had to reorder in love skechers slip on shoes
pdct_89183,Adidas,Casual,Women,US 7.5,"1,060",80.0,user_226,Not made to last more than a few months â€”Â POOR QUALITY!!,Holes have worn in the toe area within months of moderate indoor use. Very poor quality. I was happy with these shoes until this happened. See image. I'll NEVER buy Skechers again.,1,https://m.media-amazon.com/images/I/51XRqWIY2nL._SY695_.jpg,not made to last more than a few months poor quality,holes have worn in the toe area within months of moderate indoor use very poor quality i was happy with these shoes until this happened see image ill never buy skechers again,not made to last more than a few months poor quality holes have worn in the toe area within months of moderate indoor use very poor quality i was happy with these shoes until this happened see image ill never buy skechers again
pdct_96539,Reebok,Running,Men,US 11.5,"2,076",120.0,user_254,Thumbs up,Love these shoes. Lightweight and very comfortable.  Not good for a wide foot. Otherwise true to size.,5,https://m.media-amazon.com/images/I/81q9ZTvZV5L._AC_SX625_.jpg,thumbs up,love these shoes lightweight and very comfortable not good for a wide foot otherwise true to size,thumbs up love these shoes lightweight and very comfortable not good for a wide foot otherwise true to size
pdct_66211,Converse,Casual,Men,US 8.5,382,70.0,user_868,Very Light and Comfortable shoes ðŸ‘ðŸ»,Perfect fitting...Very Light Weight and Comfortable... Highly recommend ðŸ‘ðŸ»ðŸ‘ðŸ»,5,https://m.media-amazon.com/images/I/71HadcXq9vL._AC_SX625_.jpg,very light and comfortable shoes,perfect fittingvery light weight and comfortable highly recommend,very light and comfortable shoes perfect fittingvery light weight and comfortable highly recommend
pdct_75851,Puma,Casual,Women,US 8.5,216,65.0,user_278,Way too small for the size,Way too small for a size 7,4,https://m.media-amazon.com/images/I/61RGvWjdC0L._AC_SY625_.jpg,way too small for the size,way too small for a size,way too small for the size way too small for a size
pdct_54909,Vans,Skate,Men,US 10,"38,839",70.0,user_204,Great light weight shoe,Iâ€™m happy with fit and comfort of shoe,5,https://m.media-amazon.com/images/I/61evkX-B6sL._AC_SX625_.jpg,great light weight shoe,im happy with fit and comfort of shoe,great light weight shoe im happy with fit and comfort of shoe
pdct_73503,New Balance,Running,Women,US 9,392,165.0,user_109,Beautiful and very comfortable,"I love the way it fits, very comfortable for work.",5,https://m.media-amazon.com/images/I/71E2l2i8dVL._AC_SX625_.jpg,beautiful and very comfortable,i love the way it fits very comfortable for work,beautiful and very comfortable i love the way it fits very comfortable for work
pdct_89940,Asics,Running,Men,US 10.5,843,160.0,user_749,Severe foot pain pain after wearing shoes,severe foot pain near the ankle after wearing this shoes. It is surely a defective product. Window return closed so couldnt exchange. What a waste.!!,1,https://m.media-amazon.com/images/I/61RSsI12JsL._AC_SY625_.jpg,severe foot pain pain after wearing shoes,severe foot pain near the ankle after wearing this shoes it is surely a defective product window return closed so couldnt exchange what a waste,severe foot pain pain after wearing shoes severe foot pain near the ankle after wearing this shoes it is surely a defective product window return closed so couldnt exchange what a waste
pdct_75276,Fila,Fashion,Women,US 7,"4,992",75.0,user_327,Run small in size,They seem a bit odd fitting compared to other sketchers but ok. Getting use to them.  The back is a bit low,4,https://example.com/default.png,,they seem a bit odd fitting compared to other sketchers but ok getting use to them the back is a bit low, they seem a bit odd fitting compared to other sketchers but ok getting use to them the back is a bit low
