Brand,Type,Gender,Size,Number_Sold,Price(USD),review_title,review_text,review_rating
Vans,Skate,Men,US 9,83,70,Great shoe,I loved the shoe but unfortunately didnâ€™t work for me. I apparently needed a wider width so have to go to a specialty store for my shoes.,4
New Balance,Casual,Women,US 7,206,90,"Very satisfied, highly recommend","I ordered size 5 in wide, it fits me so perfect, love the design, color, very helpful for me for my 8 hours work at the hospital and it gives me height as well.",5
Asics,Running,Men,US 9,954,120,Supportive but soft,Love them . Great running shoes,5
Fila,Fashion,Women,US 7.5,860,75,Fell apart less than a month after use,Fit as expected. My husband is an iron worker. Used these less than a month and the seams are already popping/leather didnâ€™t hold up well. Theyâ€™re comfortable but that doesnâ€™t mean much when they fall apart less than a month in.,2
Skechers,Walking,Men,US 11,102,90,Bon produit....bon prix,Construction.....si vous portez du 10.... nâ€™hÃ©sitez pas Ã  commander du 9.5..... a part Ã§a câ€™est un bon produit..... les semelles intÃ©rieures sont ordinaires aussi....vous pouvez penser Ã  les remplacer dÃ¨s lâ€™achat,4
Nike,Running,Women,US 8,116,160,Cheap leather,I've worn these boots to work for 10 days and the leather is already peeling and cracking. I used mink oil when new and wore them around the house for a few days to break them in. I'm a crane operator so fair to say my boots don't typically see a lot of rough environment. It's really too bad because they are very comfortable and look great.  Guess that's why they're cheap.,1
Adidas,Running,Men,US 9.5,198,180,"Good boot, good price.","Comfortable and light boot, specially like the soft rubber sole instead of soft foam, took about 2 weeks to break them in, but thatâ€™s typical. They are a snug boot, Iâ€™m a size 10 in timberland pro, or Dakota lined boot, 9-1/2 unlined dakotas,  these I went with a 9-1/2 because they are unlined, glad I did. Great price, would definitely buy them again.",4
Reebok,Casual,Women,US 9,49,90,So nice I had to buy two,"Well made and very comfortable itâ€™s large fitting so you can go down half size. I bought the soft toe and steel toe, they look well made and hope they last",5
Converse,Casual,Men,US 8.5,557,70,Quality product,"I bought these for my son, he was pleased said the fit was good maybe a little big in the width, overall a good workboot.",5
Puma,Fashion,Women,US 7.5,63,110,So far so good!!!,"I haven't broken them in yet but so far they are comfortable,will they last as long as my Thorogoods... to be continued...",4
Vans,Skate,Men,US 9.5,2,50,Good value,Hard to break in. But once they do they are comfy. Took 2 weeks to break in with mink oil,3
New Balance,Running,Women,US 8.5,"2,242",130,Favorite boots ever,I bought these forMy husband and so far these are his favorite boots of all time :) he actually wants another pair toWear all the time and one for work cause they fit great there comfy and they look great !! Great purchase,5
Asics,Running,Men,US 10,240,160,Not waterproof or even water resistant,The sole was cracked Where the sole meats the leather on the arch portion of the foot. This causes the boot to leak. Should have returned them right away. Bought 2 pairs but only 1 pair had the cracked soles.,1
Fila,Fashion,Women,US 6,"16,662",70,Get a half size bigger than you want.,Beautiful shoe but fits in the small size.,5
Skechers,Walking,Men,US 10,135,65,Not so good,I am an avid cyclist and tried to make these shoes work by adjusting my cleats repeatedly and even ordered insoles. They just arenâ€™t comfortable and make my feet hurt and toes go to sleep even though I loosen them and the fit is not tight. Will only use my Sidis now.,1
Nike,Running,Women,US 7.5,240,150,Great buy on a fantastic shoe,"Love that you can often find expensive cycling gear and reasonable prices on Amazon!  I have a slightly narrow foot and have trouble finding road bike shoes that fit my foot securely and comfortably.  These are perfect and were at least $100 more on many other websites.  Most road bike shoes that fit me are $200+, so I was relieved to snag these from amazon!",5
Nike,Running,Men,US 9.5,455,160,Five Stars,Love these shoes! Wear them to spin class and they work perfect!,5
Adidas,Lifestyle,Women,US 7.5,"72,611",130,Great shoe,Very comfortable,5
Reebok,Training,Men,US 10,84,130,Five Stars,Nice pair of cycling shoes.,5
Converse,Basketball,Women,US 8.5,"1,795",100,Donâ€™t waste your money,Fake fake fake...,1
Puma,Basketball,Men,US 8,309,110,"Carine, comodissime, pratiche, leggere, perfette per la cittÃ  e per le girate fuori porta.","In genere d'estate indosso infradito o scarpe da trekking, ma questa estate devo rinunciare a qualsiasi tipo di sandalo perchÃ© indosso calze elastiche. Ho cercato perciÃ² scarpe che fossero il piÃ¹ possibile fresche, morbide, leggere, che non aumentassero troppo il caldo provocato dalle calze. Ho  avuto la fortuna di trovare queste  le Salomon Tech Lite!Semplicemente perfette.  Ed anche molto carine! son soddisfatta.",5
Vans,Skate,Women,US 7.5,"2,144",70,Toller Schuh,"Sehr bequemer Schuh. Guter fester Sitz, aber trotzdem locker leichtes GefÃ¼hl. Perfekt zum Spaziergang bei hohen Temperaturen.",5
New Balance,Casual,Men,US 9.5,12,90,confortable et semelle exterieure au top,confortable et aerÃ©. Je trouve toutefois que salomon taille un peu grand. J'ai du changer la semelle (pour une geox cuir) celle d'origine etant tres inconfortable et j'ai egalement mis des lacets elastiques qui a mon avis tiennent mieux le pied que les lacets d'origine (trop longs a mon gout),4
Asics,Running,Women,US 8,421,160,Great water shoes!,"There are the best water shoes Iâ€™ve worn. Super comfy, good fit, and look nice. They work well on river rock and water drains well from them. You are able to go from forest floor to river no problem. Love them!",5
Fila,Fashion,Men,US 10,7,75,Leichter Sommerschuh.,Ein leichter Sommerschuh zum Sport. Das Material ist wunderbar weich. Leider ist die Innensohle nicht austauschbar.,4
Skechers,Walking,Women,US 7.5,245,60,"Luftiger Schuh,angenehme Breite, aber fÃ¼r mich zu hartes Fussbett im Fersenbereich","Der Schuh ist schÃ¶n luftig, angenehm breit geschnitten, nur ist mir das Fussbett im Bereich der Ferse zu hart....",4
Nike,Casual,Men,US 10,60,100,Ok shoe,"The bottom of the shoe is solid and bendy which is great, but the sides and back of the shoe is flimsy and will be a problem around the sides of my feet.",4
Adidas,Casual,Women,US 8.5,173,80,"Great shoe, runs large",Love the solid sole of this light weight shoe but wish Iâ€™d bought it a 1/2 size smaller.,4
Reebok,Casual,Men,US 11,112,60,Heel slippage,"Itâ€™s a good looking stylish shoe, but there is slippage in the heel when walking.",4
Converse,Casual,Women,US 7.5,"1,490",85,Excellent,"Perfectos, tal como lo esperaba. Ligeros y super cÃ³modos",5
Puma,Basketball,Men,US 9.5,"6,159",90,"modischer, bequemer Schuh - Einlagen lassen sich entnehmen - auch fÃ¼r orthopÃ¤dische Einlagen","Der Schuh ist echt ein Hingucker. Ich finde ihn super modisch und total bequem. Die Passform ist ja sehr individuell. Damit sich da jeder selbst ein Bild machen kann, habe ich die Einlagen anbei als Foto vermessen.",5
Vans,Skate,Men,US 8.5,"7,712",55,schÃ¶nes Design,"Der Schuh ist schmal geschnitten ,sitzt eher fest. FÃ¼r krÃ¤ftige FÃ¼sse sicherlich nicht das Beste.Das Material ist gut verarbeitet und der Schuh hat ein leichtes Gewicht, was ich sehr gut finde.Preis/Leistung ok",5
New Balance,Running,Women,US 7,"4,583",130,Der Schuh passt perfekt und gefÃ¤llt mir!,"In den Schuh reingeschlÃ¼pft und habe mich â€žzu Hauseâ€œ gefÃ¼hlt.  Der Sneeker gefÃ¤llt mir optisch genau so gut, wie er mir Bein Gehen passt.",5
Asics,Running,Men,US 9.5,706,120,Super bequeme Sneakers,"Habe den Sneaker, nachdem ich ihn letztes Jahr in safrangelb gekauft habe, jetzt noch in dunkelblau bestellt. Bei Marco Tozzi nehme ich immer die GrÃ¶ÃŸe 39, normal trage ich Gr. 38. Passen perfekt und sind durch das FuÃŸbett sehr bequem.Die elastischen SchnÃ¼rsenkel sorgen fÃ¼r ein gutes TragegefÃ¼hl.Lieferung war sehr schnell und der Preis hat auch gepaÃŸt.",5
Fila,Hiking,Women,US 8,146,85,Bequem und modisch zugleich,"Schick und vor allenbequem dazu noch modisch und klasse imDesign, tolle Farbe, super leicht und gute Passform",5
Skechers,Training,Men,US 11,"1,060",60,Bequem und trendy,Bequeme Sneaker fÃ¼r den Ãœbergang mit loser Lederinnensohle.Noch dazu bei dem Preis unschlagbar.,5
Nike,Basketball,Men,US 11,"2,076",90,"Farbecht, wie auf dem Foto","Schnell geliefert. Farbecht, wie auf dem Foto. Gern wieder.",5
Adidas,Lifestyle,Men,US 10,382,220,Tolle Schuhe,"Die Schuhe sind optisch ein Hingucker,dazu noch sehr bequem.Einfach Klasse!",5
Reebok,Running,Women,US 9,216,120,Perfekt,"Toller Schuh, passt perfekt, schÃ¶ne Farbe.",5
Converse,Casual,Men,US 9,"38,839",85,Schick und bequem,"Toller Sneaker und Farbe. Hat eine gute Passform, auf die ich mich immer verlassen kann.",5
Puma,Basketball,Men,US 9.5,392,130,Ãœberrascht.,Ich bin ehrlich ich habe fÃ¼r den Preis nicht besonders viel erwartet wÃ¼rde jedoch Ã¼berrascht. Das Material und die Verarbeitung sind echt gut. Auch der trage Komfort ist ok. Wie lange diese Schuh Sohlen halten kann ich nicht beurteilen da mir die von mir bestellten Schuhe zu gross sind. Einziges Manko sind die schnÃ¼rrsenkel. SchnÃ¼rt man sie normal fest drÃ¼cken sie das sie im Durchmesser zu schmal und rund sind.,4
Vans,Skate,Women,US 7,843,70,Gute Schuhe zum guten Preis,"Die Schuhe wurden schnell geliefert und waren nach dem Auspacken ein echter Hingucker.... sehen Klasse aus und sind sehr leicht am Fuss . Im Urlaub bei Ã¼ber 30 Grad gab es auch keinen  "" Butterfuss "" ..... angenehmer Tragekomfort , jederzeit wieder",5
New Balance,Casual,Men,US 8,"4,992",80,Laufschuh,Schnelle Lieferung. Schuh ist leicht. Bequem zu tragen. Gepolsterte Laufsohle sorgt fÃ¼r weiches Auftreten beim laufen. Nicht Wasserdicht. Gutes PreisleistungsverhÃ¤ltnis. Kaufempfehlung,4
Asics,Running,Women,US 7.5,240,170,Zuklein,"Leider musste ich feststellen,dass der kauf ein groÃŸer Reinfall war ob wohl ich die grÃ¶ÃŸe 41 bestellt die ich bekommen habe sieht die grÃ¶ÃŸe wie 39 zuklein. Ich bin mehr als entÃ¤ucht weil ich extra 5â‚¬ wegen schneller lieferung bezahlt die kommt 3 tage spÃ¤t als die lieferung zeit stand",1
Fila,Fashion,Men,US 11,277,75,Top,"Wie beschriebenen, sehr gutes Produkt.SeriÃ¶ser VerkÃ¤ufer, schnelle Lieferung, ohne Beanstandungen. Bin zufrieden.",5
Skechers,Walking,Women,US 8,350,60,Wrezatro Herren Laufschuhe Atmungsaktiv rutschfeste Mode Turnschuhe,Passt genau! Toller stil,5
Nike,Running,Men,US 9.5,682,160,ðŸ¤”ðŸ¤”ðŸ¤”,Troppo piccole,3
Adidas,Running,Women,US 6.5,"3,532",180,Einfach nur Geil!,"Sehen gut aus, lassen sich gut tragen. Mal abwarten,wie lange sie halten!",5
Reebok,Training,Men,US 10,"1,072",130,E un poâ€™ stretta sul collo del piede sono fastidiose a calzarle ma nel insieme e un ottimo prodotto,Come scritto prima sono strette sul collo del piede e sono fastidiosi ad indossarle ma nell insieme e un ottimo prodotto,3
Converse,Casual,Women,US 7,658,65,"Surprisingly cool, great value!",Finally a non-branded product that's great value and quality. Happy about my purchase.,5
Puma,Running,Men,US 10.5,112,120,Runs large,I normally wear 7.5.  I had to return and get a 7 which is still a generous fit but works.,5
Vans,Skate,Men,US 8.5,812,50,Recomendable,Llegaron muy bien,5
New Balance,Running,Women,US 7.5,317,110,Favorite shoe,"The toe box is tight but they fit nice as long as you get the right size.  I've already owned a pair of these that I bought in a retail store and they are fantastic.  This is a replacement pair.  Can't even remember how many complements I've gotten, even from total strangers.Just remember to buy the right size LOL.  I clicked on the wrong size when I ordered so the pair I got is too small.  It was my fault though, and I'm going to just give them away to someone who might need them.  Already bought another pair in the right size (although I think they came from a different Amazon seller that time) and they are on the way.",5
Asics,Running,Men,US 11.5,307,160,You may need a size up if your foot is wide,Shoes are narrow.,4
Fila,Casual,Women,US 8.5,"3,448",60,Great shoe and arrived in suitable time.,"Love, super comfortable, as advertised",5
Skechers,Running,Men,US 9,"5,690",55,Don't buy !,bad quality!!!! dented!!! unvalued shoes!!,1
Nike,Running,Women,US 9,"1,685",160,Must continue manufacturing these shoes,Itâ€™s really comfortable,5
Nike,Basketball,Men,US 11,"18,747",100,Fatima,Son muy bonitas pero la talla muy pequeÃ±a. Uso un 38-39 y la 39 me iba muy pequeÃ±a. Una pena que hubiera un 40,4
Adidas,Lifestyle,Women,US 6.5,998,220,I miei stivaletti Geox !,"Dopo aver acquistato alcune scarpe della Geox ho deciso di prendere anche un paio di stivaletti.COME VANNO?Abitualmente uso il 44 ma sulle calzature Geox prendo sempre il 43 e mi vanno bene. Ho fatto cosÃ¬ anche in questo caso e mi sono trovato bene.  Ãˆ inutile girarci intorno, non si puÃ² dare una regola precisa perchÃ© dipende dalla forma del vostro piede. In questo caso trattandosi di stivaletti dovete tenere presente che se avete le caviglie grandi potrebbe essere un problema il numero in meno e allora conviene il vostro numero usuale.MATERIALILa pelle Ã¨ sempre di buona qualitÃ . Gli stivali non sono lucidi ma piuttosto opachi quindi se vi piace la pelle lucida optate per altri modelli. A me piacciono cosÃ¬.CONCLUSIONIBuon prodotto. Grazie alla scuola Geox che lascia respirare il piede si sta bene e non si suda, cosa difficile con altri tipi di stivaletti. Acquisto consigliato soprattutto in offerta intorno ai 50 euro! In quel caso da prendere subito.Spero abbiate gradito la recensione. Saluti!",5
Reebok,CrossFit,Men,US 9.5,165,130,Zufrieden und passgenau,"Sehr angenehm zu tragender und schÃ¶ner Schuh.Was die GrÃ¶ÃŸe angeht, so sollte man den FuÃŸ messen und die GrÃ¶ÃŸe ermitteln. Ich habe in lang geschnittenen Herrenschuhen grundsÃ¤tzlich eine GrÃ¶ÃŸe weniger wie in Turn- bzw Freizeitschuhen, was sicherlich auch an meinem schmalen FuÃŸ liegt.BezÃ¼glich vermeintlicher Kratzer auf den Schuhen, die hier auch als Foto gezeigt wurden, muss man sich keine Sorgen machen. War bei mir auch der Fall und ich habe schnell festgestellt, dass es nur an zu viel Schuhcreme ab Werk liegt. Daher auf jeden Fall vor erstem Gebrauch mal mit der SchuhbÃ¼rste drÃ¼ber, damit dann auch Nichts abfÃ¤rbt.Abzuwarten bleibt, wie haltbar ReiÃŸverschluÃŸ und Sohle sind. Die Sohle ist ziemlich dÃ¼nn - wer das nicht mag, sollte einen anderen Schuh wÃ¤hlen.",5
Converse,Casual,Women,US 8,83,65,Bizarre...,"Bizarre,une chaussure n'allait pas du tout, la couture  Ã©tait si mal faite que j'aurais pu l'arracher rien qu'en tirant un peu...De plus la languette extÃ©rieure n'Ã©tait pas droite, et enfin les deux languettes ne prÃ©sentaient pas du tout du tout la mÃªme longueur.Je veux bien que deux chaussures d'une mÃªme paire puissent Ãªtre diffÃ©rentes, mais lÃ  c'est vraiment bizarre.Et j'ajouterai que la rÃ©fÃ©rence inscrite Ã  l'intÃ©rieur n'Ã©tait pas complÃ¨te - rien de dramatique Ã  ce niveau-lÃ  mais assez suspect pour que j'achÃ¨te cette mÃªme paire chez un concurrent - et lÃ  bizarrement, aucun problÃ¨me d'aucune nature...De lÃ  Ã  parler de contrefaÃ§on, il n'y a qu'un pas...TrÃ¨s dÃ©Ã§u et je ne ne les recommande pas - pas chÃ¨res mais pas de qualitÃ© - et Ã§a se voit.",2
Puma,Running,Men,US 10,206,120,FÃ¼r den Preis ok (2 Nummern kleiner kaufen) aber nicht lange haltbar.,"Habe den Schuh in 42 bestellt nachdem ich gelesen habe das Sie zu groÃŸ ausfallen. 41 haette auch locker gereicht.Das Leder ist nicht 100% glatt aber das ist fÃ¼r ein echtes Leder irgendwie ok.Nicht ok ist die Verarbeitung, nach 2maligen Tragen verliert der Schuh seine Form, es fehlt ein festeres Gewebe das das weiche Leder in Position hÃ¤lt.",3
Vans,Skate,Women,US 7,954,70,"Wegen GrÃ¶ÃŸe nicht verunsichern lassen, schÃ¶ner GEOX Schuh!","Hatte aufgrund der vielen negativen Bewertungen, dass der Schuh viel zu groÃŸ ausfallen wÃ¼rde, GrÃ¶ÃŸe 45 statt 46 bestellt. Leider ein Fehler, da die 45er zu klein sind. Gar nicht unbedingt von der GrÃ¶ÃŸe der Sohle her, aber vom KnÃ¶chel und der Ferse hat es doch unangenehm und deutlich gedrÃ¼ckt. Daher nun 46er bestellt, ich habe immer so zwischen 45 und 46, je nach Hersteller und die passen nun perfekt und sitzen bequem. Insofern nicht unbedingt eine, oder zwei Nummer zu groÃŸ. Zumindest nicht bei mir. 4 Sterne, da leichte Spuren auf der Oberseite zu sehen sind. Dies mag bei dieser Lederart vorkommen, jedoch ist dieser Umstand eben keine 5 Sterne wert, wenn diese direkt bei Neuen Schuhen auftritt. Ich hoffe das Paar begleitet mich langjÃ¤hrig als komfortabler und ab und an getragenes Schuhwerk. Geruch ledrig angenehm, Sohle aus Kunststoff.",4
New Balance,Casual,Men,US 12,860,85,Stivaletti usati e pagati come nuovi,"Articolo ricevuto in una scatola non originale alla sua, prodotto usato con evidenti difetti e tanti graffi nella parte davanti, sulla punta. Pagati come nuovi e ricevuti usati. Sono talmente arrabbiato che avvio subito il reso. Amazon, grande delusione questa volta!",1
Asics,Running,Women,US 7.5,102,90,"Optisch enttÃ¤uscht, erfÃ¼llt aber seinen Zweck","Etwas zu groÃŸ als meine gewÃ¶hnliche SchuhgrÃ¶ÃŸe, ReiÃŸVerschluss ist solide, optisch hÃ¤tte ich mir es feiner vorgestellt, in Wahrheit sieht es fast so aus wie als hÃ¤tte man Gummistiefel halbiert. Dennoch erfÃ¼llt es seinen Zweck, Material ist in Ordnung.",3
Fila,Casual,Men,US 11,116,70,Un clÃ¡sico,"Buenos botines.  Buen acabado y una piel muy buena.  Muy cÃ³modas, como zapatillas.  Una muy buena compra",5
Skechers,Walking,Women,US 9,198,70,Stock de seconde main ?!!!,Chaussures dans Ã©tat LAMENTABLE le cuir est usÃ© et ou griffÃ© dur 60% de la surface !!!Le tout envoyÃ© dans une boÃ®te deux fois trop grande pour les maintenir correctement.Paire commandÃ©e en remplacement d'une premiÃ¨re commande arrivÃ©e dans les mÃªme conditions. Je vous conseille vivement d'inspecter votre stock car n'a de geox que l'Ã©tiquette... Retour dÃ¨s demain.,1
Nike,Running,Men,US 10,49,120,Guter Schuh.,"Wie von der Marke erwartet, passt wie angegossen, gute Verarbeitung und sehr schnelle Lieferung. Gerne wieder.",5
Adidas,Lifestyle,Women,US 8.5,557,140,"Terrible unadjustable, fixed laces!","These sneakers are attractive, lightweight, and the overall construction seems good. I appreciate how the entire sole is rubber and not mostly foam like other kids' sneakers. The sizing (like other sneaker companies) is strange. I usually purchase one or two sizes bigger than what my kids wear in most other shoes. My kids also gravitate to the ""wide"" width even though they don't have wide feet. Those last two things are specific to my kids and how they fit in the sneakers, but once I figured these out, we were set.The reason for the 3 star rating: After cutting the tag off these sneakers and discarding the box when my son gave them the thumbs up, I realized the laces are FIXED and UNADJUSTABLE. There is no way to loosen or tighten them because the tops of the laces are glued to the shoe!After wearing them for a couple days, my son commented on how loose they felt. The elastic is not hefty and they already started to lose elasticity. It would not take much time for them to become way too loose.Finally, I had no choice but to cut the elastic laces out and replace them with different laces. It was still problematic because the top hole (where the original ones were glued) was unusable for the new laces. The sneakers are still somewhat loose because my son can't lace and cinch the new laces as high as he should be able to.Bottom line: these sneakers turned out to be a mess. I've been pleased with New Balance in the past and will continue to purchase their products. BUT, I will absolutely make sure I never purchase sneakers with unadjustable, fixed laces again!",3
Reebok,Running,Men,US 8.5,63,100,If only all shoes could be like this!,"Whatâ€™s not to love? This may be the BEST shoes for kids! It is my absolute favorite of all the amount of shoes ever purchased for my kids, this is hands down the most amazing pair. It does not require the kids to tie (faster for kids to put on), comfort fit, great colors and design, no snagging on the tongue of shoes nor does it elastic on the â€œlacesâ€ become loose! Even my kids say itâ€™s now their favorite. Wished the shoes industry would make more of these for kids!! The best invention of shoes for kids. You will not regret purchasing!",5
Converse,Skate,Women,US 9,2,85,Very Narrow and Hard to Adjust,"far too often I find myself writing reviews saying others knew what they were talking about.  My son has fairly narrow feet but after wearing these 1 or 2 times he told me they weren't comfortable and pointed to the end of the 'laces' as hurting.I believe the problem is that the elastic ""laces"" don't adjust very much.  I was able to pull the elastic out there and make a little bit of an adjustment so hopefully we can get SOME wear out of them...wish I could return them though.If your child has wider feet, as mine always have been, you shouldn't even consider this product.",2
Puma,Basketball,Men,US 9,"2,242",130,Good lightweight shoe,"weâ€™ve saved ourselves some drama getting ready for school in the morning because these shoes are lightweight and easy to get on and off. Another reviewer said the elastic laces make them a little big, but we havenâ€™t found that to be true in our case- I assume it depends on how theyâ€™re sized to your child.We also got a really good deal on these!!",5
Vans,Skate,Women,US 8,240,55,"Great shoes, bad laces.","My 10 year old son picked these out. They looked really good and fit him well. The only problem is the elastic laces. When he runs, plays or makes a cut, his foot slides out. He really did not like wearing them because he could not play in them. I had to cut out the elastic laces and replace them with regular tennis show laces.",4
New Balance,Running,Men,US 9.5,"16,662",130,"Don' ever get rid of this product, terrific for kids!","These shoes are FANTASTIC!  I have 2 boys who constantly run around with their shoes untied.  These have been a life saver for kids who have not yet learned to tie their shoes.  Plus they are stylish, sturdy, and reasonably priced.  I came back the website just to order more sizes as they grow, don't ever get rid of this product!",5
Asics,Running,Women,US 9,135,160,Nice kicks,"Super lightweight, nice shoes. The only thing is bc of the elastic laces, they are a little loose if your child has narrow feet. Great price and came quick.",4
Fila,Running,Men,US 10,240,65,Wide with not very wide,"These sneakers slip on easily. They were labeled wide width but I donâ€™t find them very wide. They are a full size larger on my sonâ€™s foot, but the 10.5 W shoes we have from New Balance are too short! Off sizing. Nice color and quality overall. A lightweight sneaker.",4
Nike,Running,Men,US 9.5,455,160,Very comfy and stylish sneakers,These shoes are great for my little guy. They're comfortable and they are really nice looking. He has wide feet and typically has a problem with other shoes. He LOVES these.  I actually didn't know when I purchased them that they were slip ons and didnt have actual laces. This made him even more happy. Great buy!,5
Adidas,Lifestyle,Women,US 8,"72,611",140,Awesome little shoe,"I have never tried New Balance for my 3 almost 4 year old before. He is disabled and stride rites always seem to fit him wide. These little New Balance shoes fit him perfectly. He has room to grow, they are narrow enough that I don't have to purchase special narrow shoes and with the stretchy faux ties he is trying to put them on himself.",5
Reebok,CrossFit,Men,US 10,84,130,It was used!!,"2 Things: 1- it is true size (a lot of the shoes on Amazon, may not be , but this is..), so if you are size 8, order 8 not 81/2. 2- They are one of the comfortable ones in maybe hundreds.. because I have had to order more than 20 different models, to finally find this to be only the 2nd one that was as comfy a fit as it looks, plus it is an Adidas, so it is quality.The problem: it was used and the box and inside of it were reallllly bad too, and they lie easily : When I ordered it, it said there was only 1 left(Which I got) , but just before returning them, I checked again, and no messages like that!!!! so my rating applies to ""This particular pair ONLY"" ... BUT THE SHOE IS A GREAT SHOE..",1
Converse,Casual,Women,US 7.5,"1,795",65,Love my new Adidas!,Fits perfect to size and I love the color!,4
Puma,Running,Men,US 11,309,120,La descripcion dice para Mujeres,"the shoes are for man , not for woman, as they say in the description.",1
Vans,Skate,Women,US 7.5,"2,144",50,Great price for great product,Everything is okay ðŸ¤£,5
New Balance,Casual,Men,US 8,12,100,Comfortable Shoes,I love them I just wish they had them in my size in the white,5
Asics,Running,Women,US 9,421,120,Calidad media,Buenas y cÃ³modas de calidad media,5
Fila,Fashion,Men,US 9.5,7,70,"Super comfortable, stylish, great quality, easy to clean",I have a wider foot and these fit great. Super comfortable and easy to wash (after being out in the mud I put them through the washing machine and they came out good as new).,5
Skechers,Running,Women,US 6.5,245,90,Five Stars,"Love these! So light, comfortable, and look super cute!",5
Nike,Running,Men,US 10,60,250,Good shoe ... added an insole.,"Good looking shoe. The cloud foam cushion it came with took me about five minutes to dislike because your toes roll over the edges and thatâ€™s soooo annoying. But determined to want to keep them because they are attractive and slip on (I wanted them for a work from home house shoe.) I put a pair of Dr. Scholls in soles inside them. Theyâ€™d been in an old pair of sneakers so I could easily give that a try and let me tell you ... it worked splendidly!! I now LOVE these shoes. They are like walking on marshmallows. True to size. Attractive. Super comfy. Downside is that I ran an errand the first day I had them and something was poking me in the foot so I looked and an earring without a back had picked completely through the cheap sole. Not a huge big deal but worth mentioning. Iâ€™d say if youâ€™re looking for a â€œhouse slipperâ€ quality shoe ... this is it. Throw in a pair of insoles and they work great. Without the insoles, I would have had to return them.",3
Adidas,Fashion,Women,US 7.5,173,220,Not a fan,I really dont like these. They fit strange and are not comfortable. I have several pairs of sneaker type shoes for work and these are at the very bottom of my rotation to wear. Wish i had just gone to kohls or something to try before i bought them. They are narrow and too big. This is the size i normally buy in shoes but they are too big length wise and too small width wise for my feet.,2
Reebok,Casual,Men,US 11.5,112,90,Comfy From Day One for My Hard to Fit Feet,"I bought these shoes for casual, comfy days.  Do I plan on running in these?  No.  In all fairness, I probably wouldnâ€™t run in any shoes (unless I was being chased by a predator or running for the last bar of chocolate on earth).  These shoes were instantly comfortable. I wear a 9-9.5.  The ball part of my foot is med to wide; the heel of my foot is narrow. These work great.  I ordered 9.5 and these are true to size. They have a slight stretch in toe box to accommodate width. I can tied the securely so the heel fits. I love the cushy memory foam. I plan on wearing these at Disney, they are that comfortable.  They look pretty good. If I survive walking 5-10 miles at Disney, I will come back and update my post Disney experience. If I donâ€™t survive, it probably was no fault of these shoes. Iâ€™d say one too many ice creams or getting into deadly fight triggered by one too many renditions of â€œItâ€™s a Small World.â€",5
Converse,Casual,Women,US 6.5,"1,490",85,Daughter loves them,"Our daughter is a varsity basketball player.  Most players finish practice and go to their ""slides"".  She wanted something that was easy to slip into but still secure as she has to drive about 30 miles to the practice facility.She loves them and wears them all the time.  Around the house, running errands, pre & post practice.  She says that they are super comfortable.  Highly Recommend.",5
Puma,Lifestyle,Men,US 10,"6,159",80,Super comfortable shoes,"I am highly impressed with these tennis shoes. Very comfortable. I have worn them for 16 hours straight with no problem! This is huge for me because my arches usually start to hurt. No problems at all. Fits true to size. Light-weight, and love the style.",5
Vans,Skate,Women,US 8,"7,712",65,Sneaker slipper!,These shoes DO feel like a cloud. They are so comfortable. I've never owned any adidas but I'm so glad my friends told me to buy these. They feel like sneaker slippers due to not having a shoe tongue...they feel great to run in. I would only suggest to size down though! Got a 9.5 and could have easily done a 9.,4
New Balance,Running,Men,US 9.5,"4,583",165,Definitely runs big!!!,These are comfortable and I love that they are pull on. I love the simple and classic design. They definitely run big- Amazon said â€œfits as expectedâ€ and recommended a size 10. I got a 9.5 based on other peopleâ€™s reviews and actually could have gone with a 9. So they are comfortable for walking but I would not want to run in them! I would buy again but definitely recommend going down a size or two.,4
Asics,Running,Women,US 7,706,160,Love these shoes!,Love these shoes!  I am a teacher and I am on my feet all day.  I love these shoes and highly recommend them.,5
Fila,Fashion,Men,US 8.5,146,65,Converse All Star hi Canvas,"Converse All Star hi Canvas perfettamente originali vendute e spedite da Amazon ,ho controllato anche nel sito web delle converse e la scarpa Ä— perfetta , pagate 50â‚¬ in offerta direi che ci siamo. Per la taglia io porto il 42 e ho preso la taglia 41 (corrisponde a 26 cm scritto nell'etichetta delle scarpe)  che Ä— perfetta come calzata. Nella pagina del venditore c'Ã¨ una foto con le taglie ma secondo me quelle non corrispondono anche perchÃ© se avessi preso la tg 42 mi sarebbe risultata grande.",5
Nike,Basketball,Men,US 11,"1,060",90,CÃ³modas y flexibles.,La marca se nota en su calidad. Son muy cÃ³modas y se ajustan perfectamente al pie/tobillo pero sin exficcia. La verdad es que la suela tambiÃ©n es cÃ³moda parece que vueles por su elestucidad. Un producto 100% recomendable.,5
Adidas,Lifestyle,Women,US 8,"2,076",130,Belle ma scomode,All'interno verso la punta  c'Ã¨ una cucitura mal rifinita che irrita il dito del piede quindi le uso se nn Ã¨ previsto lunghe passeggiate. Peccato perchÃ© sono molto carine,2
Reebok,Training,Men,US 10.5,382,130,Son Converse autÃ©nticas,"Puedo decir que son las ALL STAR autÃ©nticas. Hice la comprobaciÃ³n con las mismas que me compre en la tienda Converse y no he encontrado ninguna diferencia, ademÃ¡s que son igual de cÃ³modas, cosa que con algunas imitaciones que he comprado la comodidad no estÃ¡ presente aunque parezcan la original.",5
